id,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,admin3code,admin4code,population,elevation,dem,timezone,modificationdate
2091601,11034987,Dashuiquan,Dashuiquan,"Dashuiquan,da shui quan,大水泉",41.90405,119.52303,P,PPL,CN,,19,,,0,,680,Asia/Shanghai,2016-01-09,
2094701,11084562,Gaonianwencun,Gaonianwencun,"Gaonianwencun,gao nian wen cun,高念文村",38.43869,110.45733,P,PPL,CN,,26,,,,,0,,1051,Asia/Shanghai
3114901,2643006,Marlingford,Marlingford,,52.63841,1.14826,P,PPL,GB,ENG,I9,33UH,,0,,19,Europe/London,2011-03-03,
7929001,491080,Soldatovskiy,Soldatovskiy,"Soldatovskij,Soldatovskiy,Солдатовский",51.81667,43.55,P,PPLRU,,67,,,,0,,137,Europe/Saratov,2012-01-17,
8077701,1504138,Kayyrlyk,Kayyrlyk,"Kairlyk,Kajyrlyk,Kayerlyk,Kayyrlyk,Каирлык,Кайырлык",50.6837,85.579,P,PPLRU,,03,,,,0,,1167,Asia/Omsk,2012-01-17,
8245801,8617994,Ojalanpää,Ojalanpaeae,,65.20957,31.1359,P,PPLL,RU,,28,,,0,,115,Europe/Moscow,2013-10-09,
1475267,1796236,Shanghai,Shanghai,"SHA,San'nkae,Sanchajus,Sangaj,Sangay,Sanghaj,Sanghay,Sanhaja,Sanhajo,Sanxay,Schanghai,Shang-hai,Shang-hai-shih,Shangai,Shangaj,Shanghai,Shanghai - shang hai,Shanghai - 上海,Shankhaj,Sjanghae,Sjanghai,Sjanghæ,Szanghaj,Thuong Hai,Thượng Hải,Xangai,cankay,sanghae,sanghai,seiynghi,shang hai,shang hai shi,shanghay,shanghhay,shanhai,zhong guo shang hai,Ŝanhajo,Şangay,Şanghay,Şanxay,Šanchajus,Šangaj,Šanghaj,Šanhaja,Σανγκάη,Шангај,Шанхай,שאנגחאי,شانغهاي,شانگهای,شاڭخەي,شاڭخەي شەھىرى,சாங்காய்,เซี่ยงไฮ้,შანჰაი,上海,上海市,中国上海,상하이,상해",31.22222,121.45806,P,PPLA,CN,,23,,,,22315474,,12,Asia/Shanghai,2017-07-27
8929344,745044,Istanbul,Istanbul,"Bizanc,Bizánc,Byzance,Byzantion,Byzantium,Byzanz,Constantinoble,Constantinopla,Constantinople,Constantinopolen,Constantinopoli,Constantinopolis,Costantinopoli,Estambul,IST,Istamboul,Istambul,Istambuł,Istampoul,Istanbul,Istanbúl,Isztambul,Konstantinapoly,Konstantinopel,Konstantinopolo,Konstantinoupole,Konstantinoupoli,Konstantinoupolis,Konstantinápoly,Kustantiniyah,Micklagard,Micklagård,Mikligardur,Mikligarður,Stamboul,Stambul,Stambula,Stambuł,Tsarigrad,Vizantija (Vizantija),Vyzantio,astnbwl,bijantium,byuzantion,byzntywn,iseutanbul,istambula,isutanburu,stin Poli [stimˈboli],yi si tan bu er,İstanbul,Βυζάντιο,Βυζαντιο,Ισταμπουλ,Ισταμπούλ,Κωνσταντινουπολη,Κωνσταντινούπολη,Κωνσταντινούπολις,στην Πόλι [stimˈboli],Византија (Vizantija),Истанбул,Стамбул,ביזנטיון,اسطنبول,इस्तांबुल,イスタンブール,ビュザンティオン,伊斯坦布尔,비잔티움,이스탄불",41.01384,28.94966,P,PPLA,TR,,34,,,,14804116,,39,Europe/Istanbul,2017-09-26
202801,3435910,Buenos Aires,Buenos Aires,"BUE,Baires,Bonaero,Bonaeropolis,Bonaëropolis,Bos Aires,Bouenos Aires,Bouonezar,Bouonézâr,Buehnos Ajres,Buehnos-Ajres,Buehnos-Ajres osh,Buenos Aires,Buenos Airės,Buenos Ajres,Buenos Ayres,Buenos-Aires,Buenos-Ajres,Buenos-Ayres,Buenos-Aýres,Buenosairesa,Buénos Ayrés,Bwenoze,Bwènozè,Búenos Aíres,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad de La Santisima Trinidad y Puerto de Santa Maria del Buen Ayre,Ciudad de La Santísima Trinidad y Puerto de Santa María del Buen Ayre,Gorad Buehnas-Ajrehs,Lungsod ng Buenos Aires,Santa Maria del Buen Ayre,Santa María del Buen Ayre,bawnosxires,bu yi nuo si ai li si,bu'enosa a'iresa,buenos-airesi,buenosaires,buenoseuaileseu,buenosuairesu,buraenosa a'iresa,buyenosa a'iresa,bwyns ayrs,bwynws ayrs,bwynws ayrys,byu'enosa erisa,byunas airis,byunas ayels,bywns ayrs,puvenas airis,Μπουένος ΄Aιρες,Μπουένος Άιρες,Буенос Аирес,Буенос Айрес,Буенос Аірес,Буенос Ајрес,Буенос-Аирес,Буенос-Айрес,Буэнос Айрес,Буэнос-Айрес,Буэнос-Айрес ош,Горад Буэнас-Айрэс,Բուենոս Այրես,בואנוס איירס,בוענאס איירעס,بوئنوس آیرس,بوينس آيرس,بوينوس ايريس,بۆینس ئایرس,بیونس آئرس,बुएनोस आइरेस,ब्युएनॉस एरीस,বুয়েনোস আইরেস,বুৱেনোস আইরেস,புவெனஸ் ஐரிஸ்,ಬ್ಯೂನಸ್ ಐರಿಸ್,ബ്യൂണസ് അയേഴ്സ്,บัวโนสไอเรส,པུ་ཨེ་ནོ་སི་ཨས་རི་སི།,ဗျူနိုအေးရိစ်မြို့,ბუენოს-აირესი,ብዌኖስ አይሬስ,ブエノスアイレス,布宜諾斯艾利斯,布宜诺斯艾利斯,부에노스아이레스",-34.61315,-58.37723,P,PPLC,AR,,07,,,,13076300,,31,America/Argentina/Buenos_Aires,2017-05-28
3829590,1275339,Mumbai,Mumbai,"Asumumbay,BOM,Bombai,Bombaim,Bombaj,Bombay,Bombaya,Bombej,Bombejus,Bombėjus,Bumbaj,Bůmbaj,Dakbayan sa Bombay,Gorad Mumbai,Lungsod ng Mumbai,Moembaai,Mumbai,Mumbai - मुम़बई,Mumbaj,Mumbaja,Mumbajo,Mumbajus,Mumbay,Mumbaî,Numbai,Vomvai,bamba'i,bmbyy,gretara mumba'i,meng mai,mmbay,mmbyy,mu0bai,muba'i,mum bi,mumba'i,mumbai,mumpai,munbai,mwmbay,mwmbyy,mymbais,pullapa mumba'i,Βομβάη,Бомбай,Бомбей,Горад Мумбаі,Мумбаи,Мумбай,Мумбаі,Мумбаї,Мумбај,Մումբայ,מומבאי,מומביי,بمبئی,بَمبَے,ممبئي,ممبئی,ممبای,مومباى,مومباي,مومبای,މުންބާއީ,ग्रेटर मुम्बई,बम्बई,मुंबई,मुम्बई,পুল্লাপ মুম্বাই,মুম্বই,মুম্বাই,ਮੁੰਬਈ,મુંબઈ,ମୁମ୍ବାଇ,மும்பை,ముంబై,ಮುಂಬೈ,ಮು೦ಬೈ,മുംബൈ,มุมไบ,འབོམ་སྦེ,မွမ်ဘိုင်းမြို့,მუმბაი,ムンバイ,孟买,뭄바이",19.07283,72.88261,P,PPLA,IN,,16,,,,12691836,,8,Asia/Kolkata,2018-03-17
5765565,3530597,Mexico City,Mexico City,"Cidade de Mexico,Cidade de México,Cidade do Mexico,Cidade do México,Cita du Messicu,Citta del Messico,Città del Messico,Cità dû Messicu,Cità dû Mèssicu,Ciudad Mexico,Ciudad de Mejico,Ciudad de Mexico,Ciudad de Méjico,Ciudad de México,Ciutat de Mexic,Ciutat de Mèxic,Lungsod ng Mexico,Lungsod ng México,MEX,Mehiko,Mekhiko,Meksikas,Meksiko,Meksiko Siti,Meksikurbo,Meksyk,Mexico,Mexico City,Mexico D.F.,Mexico DF,Mexico Distrito Federal,Mexico by,Mexico-stad,Mexicopolis,Mexiko,Mexiko Hiria,Mexiko-Stadt,Mexikoborg,Mexíkóborg,México,México Distrito Federal,Nkoyo,Pole tou Mexikou,Valle de Mexico,Valle de México,mdynt mksykw,megsiko si,megsikositi,mekishikoshiti,meksiko siti,meksikositi,mkzykw,mkzykwsyty,mo xi ge cheng,mqsyqw syty,Πόλη του Μεξικού,Мексико,Мексико Сити,Мехико,Мехіко,מקסיקו סיטי,مدينة مكسيكو,مکزیکو,مکزیکوسیتی,مېكسىكا شەھىرى,मेक्सिको सिटी,เม็กซิโกซิตี,მეხიკო,メキシコシティ,墨西哥城,멕시코 시,멕시코시티",19.42847,-99.12766,P,PPLC,MX,,09,015,,,12294193,,2240,America/Mexico_City,2017-06-22
1495551,1816670,Beijing,Beijing,"BJS,Bac Kinh,Baek-ging,Baekging,Behehzhin,Beijing,Beijing Shi,Beising,Beixin,Beixín,Bejdzing,Bejdżing,Bejing,Beyjing,Beȝcinȝ,Báe̤k-gĭng,Béising,Bắc Kinh,Gorad Pekin,Pechin,Pechino,Pechinu,Pechinum,Pecinum,Pei-ching,Pei-ching-shih,Pei-p'ing,Pei-p'ing-shih,Peken,Pekin,Pekin',Pekina,Pekinas,Peking,Pekini,Pekino,Pekín,Pekîn,Peping,Pequim,Pequin,Pequín,Pet-kin,Pet-kîn,Peycing,Pikkin,Pèquin,Pékin,Péqùin,Péycing,be'ijim,be'ijina,be'ijinga,bei jing,bei jing shi,beidjin,beijing,bijiga,bijing,bijinga,bkyn,buggyeong,byjng,bykyn,byyg'yng,byyzsyng,pakking,peyjin,pkn,Πεκίνο,Бейжің,Бээжин,Бәәҗң балһсн,Горад Пекін,Пекин,Пекинг,Пекін,Пекінґ,Պեկին,בייג'ינג,בייזשינג,بكين,بيكين,بیجنگ,بېجینګ,بېيجىڭ,بېيجىڭ شەھىرى,پکن,پێکەن,ބީޖިންގ,बीजिंग,बेइजिङ,বেইজিং,ਬੀਜਿੰਗ,બેઇજિંગ,பெய்ஜிங்,బీజింగ్,ಬೀಜಿಂಗ್,ബെയ്‌ജിങ്ങ്‌,බෙයිජිං,ปักกิ่ง,པེ་ཅིང་གྲོང་ཁྱེར།,ပေကျင်းမြို့,პეკინი,ቤዪጂንግ,ប៉េកាំង,北京,北京市,베이징,북경",39.9075,116.39723,P,PPLC,CN,,22,,,,11716620,,49,Asia/Shanghai,2017-06-19
7510188,1174872,Karachi,Karachi,"Carachi,Gorad Karachy,KHI,Karaaji,Karaces,Karachi,Karachi - krachy,Karachi - كراچى,Karaci,Karacio,Karacis,Karacsi,Karaczi,Karanchi,Karatschi,Karatsi,Karatsji,Karatxi,Karaçi,Karaĉio,Karači,Karačis,Karačės,Karochi,Karáči,Karáčí,Karâchi,Karāchi,Karāči,Keraci,Keraçî,Kurrachee,Kurrachi,Kəraçi,ka la qi,ka ra ci,kalachi,karaaci,karacci,karachi,karachy,karaci,karatshy,ke la chi,krachy,kratshy,pechs,qrʼzy,Καράτσι,Горад Карачы,Карачи,Карачі,Կարաչի,קאראטשי,קראצי,كاراتشى,كاراچى,كراتشي,کراچی,کراچۍ,کَرٲچی,کەراچی,ڪراچي,ކަރާޗީ,कराची,করাচী,কৰাচী,ਕਰਾਚੀ,કરાચી,କରାଚୀ,கராச்சி,కరాచీ,ಕರಾಚಿ,കറാച്ചി,การาจี,ཀ་ར་ཆི,ကရာချိမြို့,კარაჩი,ከራቺ,カラチ,カラーチー,卡拉奇,喀拉蚩,카라치",24.8608,67.0104,P,PPLA,PK,,05,1174870,,,11624219,,8,Asia/Karachi,2017-05-23
1472001,1792947,Tianjin,Tianjin,"T'ien-chin,T'ien-ching,T'ien-ching-shih,TSN,Tchien-tin,Tchien-ťin,Tehnd'iin,Thien Tan,Thien-tsin,Thiên Tân,Thiên-tsîn,Tiandzinas,Tianjin,Tianjin Shi,Tianjing,Tianjín,Tiantzin,Tiencin,Tiencsin,Tiendzin,Tientsin,Tiençin,Tjan'czin',Tjandzina,Tjangino,Tjanĝino,Tjaņdziņa,Tjencin,Tyantszin,T’ien-chin,T’ien-ching,T’ien-ching-shih,cheonjin,theiyn cin,ti'anjina,tian jin,tian jin shi,tiyanjin,tyanjina,tyanjn,tyanjyn,tyenjin si,tyyng'yn,Τιαντζίν,Тиендзин,Тэндьиин,Тяньцзинь,Тяньцзінь,Тјенцин,טיינג'ין,تيانجين,تيەنجىن شەھىرى,تیانجن,تیانجین,तिआंजिन,त्यांजिन,ਤਿਆਂਜਿਨ,தியான்ஜின்,ടിയാൻജിൻ,เทียนจิน,ཐན་ཅིན ་གྲོང་ཁྱེར།,ထျန်းကျင်းမြို့,ტიანძინი,天津,天津市,천진,톈진 시",39.14222,117.17667,P,PPLA,CN,,28,,,,11090314,,11,Asia/Shanghai,2017-06-29
1488791,1809858,Guangzhou,Guangzhou,"CAN,Cantao,Canton,Cantão,Cantón,Fan-yu,Fan-yü,Guanchjou,Guanchzhou,Guanczou,Guand'ou,Guandzhou,Guandzou,Guandžou,Guangdzou,Guangdzov,Guangdžou,Guangdžov,Guangjow,Guangzhou,Guangzhou Shi,Guanzhou,Guančžou,Guaңҗu,Guong-ciu,Guōng-ciŭ,Gvangjcouh,Kanton,Kantono,Kng-chiu-chhi,Kong-chu-su,Kouan'nktsoou,Kouang-chou,Kuang-chou,Kuang-chou-shih,Kwang-chowfu,Kwangchow,Kwangtsjou,Kóng-chû-sṳ,Kńg-chiu-chhī,P'an-yu,Puyun,Puyün,P’an-yü,Quancheum,Quancjou,Quang Chau,Quançjou,Quảng Châu,Shengcheng,ghwanzw,gu'angazu,guang zhou,guang zhou shi,guanjou,gvangajho'u,gvanjea,gwangjeou,gwangjeou si,gwangzhw,gwʼnggwʼw,kantwn,kuvanco,kvangacau,kwang cow,shynyang,Κουανγκτσόου,Гуангџоу,Гуанджоу,Гуандьоу,Гуанжоу,Гуанчжоу,Гуанчжоў,Гуаңҗу,Кантон,Գուանչժոու,גואנגגואו,شینیانگ,غوانزو,کانتون,گوانگژو,گوانگ‌ژو,گۇاڭجۇ شەھىرى,क्वांगचौ,ग्वांगझोउ,ਗੁਆਂਗਜ਼ੂ,குவாங்சோ,ഗ്വാങ്ജോ,กว่างโจว,ກວ່າງໂຈວ,ཀོང་ཀྲོའུ་གྲོང་ཁྱེར།,ကွမ်ကျိုးမြို့,გუანჯოუ,广州,广州市,広州,広州市,廣州,廣州市,광저우,광저우 시",23.11667,113.25,P,PPLA,CN,,30,,,,11071424,,15,Asia/Shanghai,2017-06-20
3827557,1273294,Delhi,Delhi,"DEL,Daehli,Dehli,Dehlī,Delchi,Delhi,Delhio,Delhí,Delhî,Deli,Delis,Delkhi,Dellium,Delí,Dilhi,Dilli,Dillí,Dillī,Dähli,Déhli,Faritani Delhi,Gorad Dehli,New Delhi,Old Delhi,Sahdzahanabad,Stare Deli,de li,dehali,deli,delli,deri,dhilli,dhly,dhly qdym,dil'hi,dili,dilli,dlhy,dly,dlھy,dylhy,na'i dilli,prany dہly,tilli,Šáhdžahanabád,Δελχί,Горад Дэлі,Дели,Делхи,Делі,Деҳли,Старе Делі,Դելի,דלהי,דעלהי,دلهي,دلھی,دلی,دهلي,دهلی قدیم,ديلهى,دہلی,دێھلی,پرانی دہلی,ډېلي,ދިއްލީ,दिल्ली,देहली,नई दिल्ली,দিল্লি,দিল্লী,ਦਿੱਲੀ,દિલ્હી,ଦିଲ୍ଲୀ,தில்லி,ఢిల్లీ,ದೆಹಲಿ,ഡെൽഹി,เดลี,დელი,デリー,德里,델리",28.65195,77.23149,P,PPLA,IN,,07,,,,10927986,,227,Asia/Kolkata,2017-10-30
7962674,524901,Moscow,Moscow,"Gorad Maskva,MOW,Maeskuy,Maskav,Maskava,Maskva,Mat-xco-va,Matxcova,Matxcơva,Mosca,Moscfa,Moscha,Mosco,Moscou,Moscova,Moscovo,Moscow,Moscoƿ,Moscu,Moscua,Moscòu,Moscó,Moscù,Moscú,Moskva,Moska,Moskau,Mosko,Moskokh,Moskou,Moskov,Moskova,Moskovu,Moskow,Moskowa,Mosku,Moskuas,Moskva,Moskvo,Moskwa,Moszkva,Muskav,Musko,Mát-xcơ-va,Mòskwa,Məskəү,masko,maskw,mo si ke,moseukeuba,mosko,mosukuwa,mskw,mwskva,mwskw,mwsqbh,mx s ko,Μόσχα,Горад Масква,Мæскуы,Маскав,Москва,Москова,Москох,Москъва,Мускав,Муско,Мәскәү,Մոսկվա,מאָסקװע,מאסקווע,מוסקבה,ماسکو,مسکو,موسكو,موسكۋا,ܡܘܣܩܒܐ,मास्को,मॉस्को,মস্কো,மாஸ்கோ,มอสโก,མོ་སི་ཁོ།,მოსკოვი,ሞስኮ,モスクワ,莫斯科,모스크바",55.75222,37.61556,P,PPLC,RU,,48,,,,10381222,,144,Europe/Moscow,2016-04-13
1474604,1795565,Shenzhen,Shenzhen,"Bao'an,Chhum-chun-su,Chhṳ̂m-chun-sṳ,Gorad Shehn'chzhehn',Pao-an,Pao-an-hsien,SZX,Sen-cen,Sencsen,Sendzenas,Senjeno,Senzen,Sham Chun Hu,Shehn'chzhehn',Shen'chzhen',Shen-ch'uan,Shen-ch'uan-chen,Shen-ch'uan-hsu,Shen-ch'üan,Shen-ch'üan-chen,Shen-ch'üan-hsü,Shen-chen,Shen-chun,Shendzen,Shenzhen,Shiem Chun,Shumchun,Shumchün,Shundzhun,Tham Quyen,Thâm Quyến,Tschhimtschun,cenccen,sainazaina,sein cein,senacena,sencena,senjhena,seonjeon si,shen zhen,shen zhen shi,shensen shi,shynzhyn,shynzyn,simcheon,sng'n,Ŝenĵeno,Šen-čen,Šendženas,Šenžen,Горад Шэньчжэнь,Шеньчжень,Шенџен,Шънджън,Шэньчжэнь,שנג'ן,شن‌ژن,شينزين,شینژین,شېنجېن شەھىرى,शेन्झेन,षेंचेन,শেনচেন,ਸ਼ੈਨਜ਼ੈਨ,சென்ச்சென்,షెన్‌జెన్,เซินเจิ้น,深セン市,深圳,深圳市,선전 시,심천",22.54554,114.0683,P,PPLA2,CN,,30,1795563,,,10358381,,4,Asia/Shanghai,2017-06-29
572292,1185241,Dhaka,Dhaka,"DAC,Daaka,Daca,Dacca,Dacca - dhaka,Dacca - ঢাকা,Daka,Dakah,Dakk,Dakka,Dakkae,Dakke,Dako,Deka,Dgaka,Dhaka,Dháka,Dhâkâ,Dəkkə,Gorad Daka,Mujib City,Ntaka,Ntakka,da ka,daka,dakka,dhaka,dhakka,dka,takka,thaka,Ντάκα,Ντάκκα,Горад Дака,Даака,Дака,Даккæ,Дакка,Дакке,Дгака,Դաքքա,דאקא,דאקה,داكا,داکا,دكا,ڈھاکہ,ޑާކާ,ढाका,ঢাকা,ਢਾਕਾ,ઢાકા,ଢାକା,டாக்கா,ఢాకా,ಢಾಕಾ,ഢാക്ക,ඩකා,ธากา,དྷ་ཁ།,ဒါကာမြို့,დაკა,ዳካ,ダッカ,达卡,達卡,다카",23.7104,90.40744,P,PPLC,BD,,81,3026,302640,30264072,10356500,,23,Asia/Dhaka,2016-11-09
5079631,1835848,Seoul,Seoul,"Gorad Seul,Hanyang,SEL,Seoel,Seol,Seoul,Seoul-si,Seuel,Seul,Seula,Seulas,Seulo,Seulum,Seúl,Seül,Siul,Soeul,Sol,Soul,Sye-ul,Syou-ouen,Szoeul,Szöul,Séoul,Sêûl,Söul,Sŏul,Wang-ching,Wo-jo,Wō-jō,ciyol,han-yang,saul,seoul,seoulsi,seoulteugbyeolsi,seuli,shou er,shou er te bie shi,si'ula,siyola,sol,sola,souru,souru te bie shi,sywl,Σεούλ,Горад Сеул,Сеул,Соул,Сөүл,Սեուլ,סאול,סיאול,סעאל,سئول,سيول,سیول,سێئول,سېئول,सियोल,सोल,সিউল,சியோல்,ಸೌಲ್,സോൾ,โซล,སེ་ཨུལ།,ဆိုးလ်မြို့,სეული,ሶል,សេអ៊ូល,ソウル,ソウル特別市,首尔,首尔特别市,서울,서울시,서울특별시,한양",37.566,126.9784,P,PPLC,KR,,11,,,,10349312,,38,Asia/Seoul,2015-06-04
762718,3448439,São Paulo,Sao Paulo,"SAO,Sampa,San Paolo,San Paul ed Brasil,San Paulas,San Paulo,San Paulu,San Paulu du Brasili,San Paulu dû Brasili,San Pauluw,San Pawlo,San Polo del Braxil,San Poulo,San Poło del Braxil,San Pàul ëd Brasil,San-Paulo,San-Paulu,San-Paŭlo,Sanpaulu,Sao Paolo,Sao Paulo,Sao Paulo capital,Saun Paulu,Sawo Palo,Sawo Pålo,São Paolo,São Paulo,São Paulo capital,Urbs Paulistana,cavo pavulo,sa'o pa'ulo,sa'o paulo,samu pa'ulu,sangpaollo,sangpaollu,sangpaullo,sangpaullu,sankt. paulos,sanpauro,savea pealea,savo palo,saw bawlw,saw palw,saw pwlw,saywpaywlw,sea pea lu,sheng bao luo,Σάο Πάολο,Сан Пауло,Сан Паулу,Сан-Паулу,Сан-Паўлу,Сао Паоло,Сао Пауло,Սան Պաուլու,סאו פאולא,סאו פאולו,ساؤ پالو,ساؤ پولو,سائوپائولو,ساو باولو,ܣܐܘ ܦܐܘܠܘ,ސައޮ ޕައުލޯ,साओ पाउलो,সাঁউ পাউলু,সাও পাউলো,சாவோ பாவுலோ,శఒ పౌలొ,ಸಾವೊ ಪಾಲೊ,സാവോ പോളോ,เซาเปาลู,ဆောပိုလိုမြို့,სან-პაულუ,ሳው ፓውሉ,サンパウロ,聖保羅,상파올로,상파올루,상파울로,상파울루",-23.5475,-46.63611,P,PPLA,BR,,27,3550308,,,10021295,,769,America/Sao_Paulo,2017-06-29
1470311,1791247,Wuhan,Wuhan,"Bu-han-chhi,Bú-hàn-chhī,Gorad Ukhan',Gouchan,Owhan,U-hang,Uhan,Uhana,Uhanas,Uhaņa,Ukhan,Ukhan',Uxan,Vu Han,Vu-hon-su,Vuhan,Vuhani,Vuhano,Vujhan,Vukhan,Vú-hon-sṳ,Vũ Hán,WUH,Wu-chan,Wu-han-shih,Wuhan,Wuhan Shi,uhan si,ukhani,uuxan,vuhana,vukan,vukhana,wu han,wu han shi,wwhan,xu han,Ū-háng,Γουχάν,Вухан,Вухан балһсн,Горад Ухань,Ухан,Ухань,Үkhan',Үхань,Үһән,Ուհան,ווהאן,ووهان,ووھان,ووہان,ۋۇخەن شەھىرى,ܘܘܗܐܢ,वूहान,ਵੂਖ਼ਨ,வுகான்,വൂഹാൻ,อู่ฮั่น,ཝུའུ་ཧན་གྲོང་ཁྱེར།,ဝူဟန့်မြို့,უხანი,ዉሃን,武汉,武汉市,武漢,武漢市,우한 시,𐍅𐌿𐌷𐌰𐌽",30.58333,114.26667,P,PPLA,CN,,12,,,,9785388,,20,Asia/Shanghai,2015-04-02
6368709,2332459,Lagos,Lagos,"Eko,Gorad Lagas,LOS,Lacupolis,Lagos,Lagos shaary,Lagosa,Lagosas,Lagoso,Laguosos,Laqos,Logos,la ge si,lageas,laghws,lagos,lagosa,lagoseu,lagosi,laguseu,lagws,lajws,lakos,legosa,lek xs,ragosu,Èkó,Λάγος,Горад Лагас,Лагос,Лагос шаары,Лаґос,Լագոս,לאגאס,לאגוס,لاجوس,لاغوس,لاگوس,لاگۆس,लागोस,লেগোস,ਲਾਗੋਸ,લાગોસ,லாகோஸ்,లాగోస్,ಲಾಗೊಸ್,ലാഗോസ്,เลกอส,လေးဂို့စ်မြို့,ლაგოსი,ሌጎስ,ラゴス,拉哥斯,라고스,라구스",6.45407,3.39467,P,PPLA2,NG,,05,,,,9000000,,11,Africa/Lagos,2017-06-22
3411213,1642911,Jakarta,Jakarta,"Batavia,Big Durian,Cakarta,D'akarta,Daerah Khusus Ibukota Jakarta,Djakarta,Djogkarta,Dki Jakarta,Dzakarta,Dzhakarta,Dzhakartae,Dżakarta,Džakarta,Gakarto,Giacarta,Gorad Dzhakarta,Iacarta,Iacárta,JKT,Jacarta,Jakarta,Jayakarta,Jogkarta,Nga-ka-that Su-tu Thit-khi,Ngâ-kâ-tha̍t Sú-tû Thi̍t-khî,Sunda Kelapa,Tzakarta,Xacarta,Xhakarta,Yajgyadaz,Yakarta,Zhakarta,cakarta,g'qrth,jakaleuta,jakarata,jakarta,jakartta,jakaruta,jkarta,ya jia da,Ĝakarto,Τζακάρτα,Џакарта,Горад Джакарта,Джакартæ,Джакарта,Дьакарта,Жакарта,Ջակարտա,ג'קרטה,דזשאקארטא,جاكارتا,جاکارتا,جکارتا,جکارتہ,जकार्ता,জাকার্তা,ਜਕਾਰਤਾ,જાકાર્તા,ଜାକର୍ତା,ஜகார்த்தா,జకార్తా,ಜಕಾರ್ತ,ജക്കാർത്ത,จาการ์ตา,ཊ་ཁར་ཏ།,ဂျကာတာမြို့,ჯაკარტა,ጃካርታ,ចាការតា,ジャカルタ,雅加达,자카르타",-6.21462,106.84513,P,PPLC,ID,,04,,,,8540121,,16,Asia/Jakarta,2018-03-17
4883273,1850147,Tokyo,Tokyo,"Edo,TYO,Tochiu,Tocio,Tokija,Tokijas,Tokio,Tokió,Tokjo,Tokyo,Toquio,Toquio - dong jing,Toquio - 東京,Tòquio,Tókýó,Tóquio,Tōkyō,dokyo,dong jing,dong jing dou,dong-gyeong,tokeiyw,tokkiyo,tokyo,twkyw,twqyw,Τόκιο,Токио,Токё,Токіо,Տոկիո,טוקיו,توكيو,توکیو,طوكيو,ܛܘܟܝܘ,ܜܘܟܝܘ,टोक्यो,டோக்கியோ,โตเกียว,ტოკიო,东京,東京,東京都,도쿄,동경",35.6895,139.69171,P,PPLC,JP,,40,1852083,,,8336599,,44,Asia/Tokyo,2017-08-02
10175137,5128581,New York City,New York City,"Aebura,Bandar Raya New York,Big Apple,Cathair Nua Eabhraic,City of New York,Eabhraig Nuadh,Efrog Newydd,Evrek Nowydh,Ga-no-no,Kanon:no,Kanono,Kanón:no,Kota New York,Lungsod ng New York,N'ju-Jork,NY,NYC,Nea Yorke,Nei Yarrick Schtadt,Neu Amsterdam,Neu Jorck,New Amsterdam,New Orange,New Yorc,New York,New York City,New York Stad,New York borg,New York kenti,New York-borg,New Yorke,New Yorku,Niujorkas,Nju Jork,Njujork,Nouvelle Yorck,Nouvieau York,Nov-Jorko,Nova Amsterda,Nova Iorque,Nova York,Nova-York,Novjorko,Novum Eboracum,Nowy Jork,Nua-Eabhrac,Nueva York,Nujorka,Nyja Jorvik,Nyu York Shehiri,Nòva York,Nýja Jórvík,Thanh pho New York,The Big Apple,Thành phố New York,York Berri,manhattan,n'yuyorka,ni'u iyarka siti,niu yue,niu yue shi,niyuyark nakaram,nkhr niwyxrk,nyuyog,nyuyog si,nyuyoku,nyw ywrq,nywywrk,Ņujorka,Νέα Υόρκη,Њу Јорк,Њујорк,Нью-Ёрк,Нью-Йорк,Ню Йорк,ניו יארק,ניו יורק,ניו־יאָרק,نيويورك,نیویارک شہر,نیویورک,न्यूयॉर्क,নিউ ইয়র্ক সিটি,நியூயார்க் நகரம்,นครนิวยอร์ก,ნიუ-იორკი,ニューヨーク,マンハッタン,紐約市,纽约,뉴욕,뉴욕 시",40.71427,-74.00597,P,PPL,US,,NY,,,,8175133,10,57,America/New_York,2015-02-02
1491458,1812545,Dongguan,Dongguan,"Deng-uang,Dongguan,Dongguan City,Dongwen shehiri,Dunguan,Dunguan',Dĕ̤ng-uāng,GJong Hoan,Ntonkouan,Tong-koan-chhi,Tong-kóan-chhī,Tung-kon-su,Tung-kuan,Tungkuan,Tungkun,Tûng-kón-sṳ,XHO,dong guan,dong guan shi,dong wan shi,donggu'ana,dung-gwan si,dwnghqwan,dwngwan,tonkuvan,Đông Hoản,Ντογκουάν,Донггуан,Дунгуан,Дунгуань,Дунґуань,דונגגוואן,دونغقوان,دونگوان,ڈwngwan,ڈونگ گوآن,ڈونگوان,डोंग्गूआन,டொங்குவான்,东莞,东莞市,東莞,東莞市,둥관 시",23.01797,113.74866,P,PPLA2,CN,,30,,,,8000000,,1,Asia/Shanghai,2017-05-09
