id,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,admin3code,admin4code,population,elevation,dem,timezone,modificationdate
2322240,3564436,Cerro,Cerro,Cerro,23.10861,-82.37778,P,PPLX,CU,,02,,,,132351,,26,America/Havana,2012-06-20
2621048,2475687,Tlemcen,Tlemcen,"Gorad Tlemsen,Pomaria,TLM,Termicen,Termicén,Tilimsan,Tilimsen,Tlemcen,Tlemsen,Tlemsenas,Tremecen,Tremecén,Wilaya ya Tlemcen,te lai mu sen,teullemsen,tlem sen,tlmsan,toremusen,Горад Тлемсен,Тлемсен,Тлемсен қаласы,תלמסאן,تلمسان,ตเลมเซน,トレムセン,特莱姆森,틀렘센",34.87833,-1.315,P,PPLA,DZ,,15,,,,132341,,811,Africa/Algiers,2012-01-19
4893747,1860735,Kakamigahara,Kakamigahara,"Kagamigahara,Kagamihara,Kakamigahara,Kakamigahara-chhi,Kakamigahara-chhī,Kakamigakhara,gakamigahala si,ge wu yuan,ge wu yuan shi,kakamygahara  gyfw,kakamyghhara,Какамигахара,Какамигаҳара,Какаміґахара,كاكاميغهارا,کاکامیگاهارا، گیفو,کاکامیگاہارا، گیفو,各务原市,各務原,各務原市,가카미가하라 시",35.41667,136.86667,P,PPLA2,JP,,09,1860734,,,132241,,40,Asia/Tokyo,2017-07-22
3270071,3590979,Quetzaltenango,Quetzaltenango,"AAZ,Kecaltenangas,Kecaltenango,Kesal'tenango,Ketsaltenan'nko,Ketzaltenango,Quetzaltenanco,Quetzaltenango,Quetzaltenānco,Quexaltenango,Quezaltenango,ke sa er te nan ge,keteusaltenang-go,ketsu~arutenango,Κετσαλτενάνγκο,Кесальтенанго,Кецалтенанго,ケツァルテナンゴ,克薩爾特南戈,케트살테낭고",14.83472,-91.51806,P,PPLA,GT,,13,,,,132230,,2344,America/Guatemala,2012-12-05
8003764,566199,Dimitrovgrad,Dimitrovgrad,"Dimitrovgrad,Dimitrovgrad i Russland,Dimitrovgradas,Dimitrovqrad,Dimitrowgrad,Gorad Dzimitraugrad,Melekes,Melekess,Mitreen' osh,dimiteulobeugeuladeu,dimitorofugurado,dymytrwfghrad,dymytrwfgrad  rwsyh,dymytrwwgrad,ji mi te luo fu ge lei,Горад Дзімітраўград,Димитровград,Мелекес,Митреень ош,Мәләкәс,ديميتروفغراد,دیمیتروفگراد، روسیه,دیمیترووگراد,ディミトロフグラード,季米特洛夫格勒,디미트로브그라드",54.21386,49.61838,P,PPL,RU,,81,,,,132226,,56,Europe/Ulyanovsk,2016-10-16
1544231,2033225,Zhalantun,Zhalantun,"Butha Qi,Cha-lan-tun,Chzhalan'tun',Chzhalantun,Cjalanjtunj,NZL,Pu-t'e-ha-ch'i,Pu-t’e-ha-ch’i,Tsa-lan-t'un,Tsa-lan-t’un,Xinghua,Xinghua Jiedao,Ya-lu,Ya-lu-hsien,Zalantun,Zhalantun,Zhalantun Shi,bu te ha qi,xing hua,xing hua jie dao,zha lan tun,zha lan tun shi,Чжаланьтунь,兴华,兴华街道,布特哈旗,扎兰屯,扎兰屯市",48.00945,122.73651,P,PPLA3,CN,,20,,,,132224,,320,Asia/Shanghai,2016-06-20
768111,3453837,Pindamonhangaba,Pindamonhangaba,"Pindamon'jangaba,Pindamonhangaba,pindamonahanagaba,ping da mo ni yang jia ba,Пиндамоньянгаба,পিন্ডামোনহানগাবা,平达莫尼扬加巴",-22.92389,-45.46167,P,PPL,BR,,27,3538006,,,132218,,562,America/Sao_Paulo,2012-08-03
7425968,1699054,Muricay,Muricay,Muricay,7.8275,123.4782,P,PPL,PH,,09,66,097322000,,132094,,3,Asia/Manila,2017-12-13
10058551,5011148,Sterling Heights,Sterling Heights,"Sterling Khajts,Sterling-Khajts,Sturling Khajts,astrlyng hayts  myshygan,si te ling hai ci,styrlyngh hayts,sutaringuhaitsu,Стерлинг Хајтс,Стерлинг-Хайтс,Стърлинг Хайтс,استرلینگ هایتس، میشیگان,ستيرلينغ هايتس,سٹرلنگ ہائٹس، مشی گن,スターリングハイツ,斯特靈海茨",42.58031,-83.0302,P,PPL,US,,MI,099,76460,,132052,187,190,America/Detroit,2017-05-23
1155264,6155721,St. Catharines,St. Catharines,"Gorad Sent-Kataryns,Saint Catharines,Sankta Katarino,Sent Katerinsas,Sent Ketrins,Sent-Katarins,Sent-Keterins,St. Catharines,YCM,sant kathrynz,seinteukaeseolinseu,sentokyasarinzu,sheng kai se lin si,snt katrynz  antaryw,Горад Сент-Катарынс,Сент Кетринс,Сент-Катаринс,Сент-Кетерінс,Սենթ Քաթարինս,سانت كاثرينز,سنت کاترینز، انتاریو,سینٹ کیتھرائنز,เซนต์แคเทอรีนส์,სენტ-კატარინსი,セントキャサリンズ,圣凯瑟琳斯,세인트캐서린스",43.17126,-79.24267,P,PPL,CA,,08,3526,,,131989,,102,America/Toronto,2018-01-20
4887168,1854083,Ōmuta,Omuta,"Omuda,Omuta,Omuta-chhi,awmwta,awmwta  fwkwywka,da mou tian,da mou tian shi,omuta si,Ômuta-chhī,Ōmuda,Ōmuta,Омута,أوموتا,اوموتا، فوکوئوکا,大牟田,大牟田市,오무타 시",33.03333,130.45,P,PPLA2,JP,,07,1854081,,,131974,,15,Asia/Tokyo,2017-07-22
3825377,1271107,Godhra,Godhra,"Godhr,Godhra,Godkhra,Godkhre,ge de la,godhara,godhra,Годхра,Годхре,گودھرا,गोधरा,গোধরা,ગોધરા,ଗୋଧ୍ରା,戈德拉",22.77547,73.61488,P,PPL,IN,,09,484,,,131913,,132,Asia/Kolkata,2014-10-13
4567213,135423,Shahrud,Shahrud,"Emamshahr,Emāmshahr,RUD,Shahrud,Sharud,Shāhrūd,Shārūd,aimamshahr,shahrwd,sharwd,اِمامشَهر,شارود,شاهرود",36.41819,54.97628,P,PPL,IR,,25,,,,131889,,1351,Asia/Tehran,2014-02-01
1492254,1813344,Dawukou,Dawukou,"Dawukou,Shih-tsui-shan,Shizuishan,Ta-wei-k'ou,Ta-wei-k’ou,Ta-wu-k'ou,Ta-wu-k’ou",39.04194,106.39583,P,PPL,CN,,21,,,,131880,,1119,Asia/Shanghai,2012-01-18
7449609,1722930,Bulaon,Bulaon,"Bulaon,Bulaun",15.08262,120.66288,P,PPL,PH,,03,50,035416000,,131818,,31,Asia/Manila,2017-12-13
11370232,3629576,Punto Fijo,Punto Fijo,"LSP,Punto Fijo,peng tuo fei huo,პუნტო-ფიხო,蓬托菲霍",11.6956,-70.19957,P,PPLA2,VE,,11,1105,,,131784,,25,America/Caracas,2016-11-17
4902751,2113164,Abiko,Abiko,"Abiko,wo sun zi,wo sun zi shi,Абико,我孫子,我孫子市",35.86667,140.01667,P,PPLA2,JP,,04,2113162,,,131771,,10,Asia/Tokyo,2017-07-22
3820779,1266486,Kishangarh,Kishangarh,"KQH,Kishangarh,Kishangarkh,kil'ha harikrisanagarha,kisanagadha,kisanagara,kisanagarha,kʼishangarhi,Кишангарх,किशनगढ़,किशानगढ,কিষানগড়,ਕਿਲ੍ਹਾ ਹਰਿਕ੍ਰਿਸ਼ਨਗੜ੍ਹ,კიშანგარჰი",26.59006,74.85397,P,PPL,IN,,24,119,,,131749,,443,Asia/Kolkata,2017-08-23
4893883,1860871,Kadoma,Kadoma,"Kadoma,Kadoma-chhi,Kadoma-chhī,Kadome,gadoma si,kadwma  awsaka,kha doa ma,men zhen,men zhen shi,Кадома,Кадоме,كادوما، أوساكا,کادوما، اوساکا,คะโดะมะ,門真,門真市,가도마 시",34.7381,135.57442,P,PPLA2,JP,,32,1860870,,,131727,,8,Asia/Tokyo,2017-07-22
1480392,1801401,Majie,Majie,"Ma-chieh,Majie,Majiezi,ma jie,马街",25.0319,102.638,P,PPL,CN,,29,,,,131696,,1894,Asia/Shanghai,2015-03-08
3404411,1636022,Martapura,Martapura,"Martapoera,Martapura",-3.4109,114.8642,P,PPLA2,ID,,12,,,,131449,,6,Asia/Makassar,2013-12-09
2955663,2968254,Villeurbanne,Villeurbanne,"Gorad Vijorban,Vijjorban,Vilerban,Vilerbana,Vilerbanas,Vilerbāna,Viljurban,Villerbann,Villeurbanne,billoeleuban,fylwrban,vilerbani,vu~iruruban'nu,wei lei ban,wei lei he peng na,wywrbn,Вийёрбан,Вилербан,Вилюрбан,Віллербанн,Горад Віёрбан,וילרבאן,فيلوربان,ولےاربین,ویوربن,ვილერბანი,ヴィルールバンヌ,维勒班,维嘞合朋纳,빌뢰르반",45.76667,4.88333,P,PPL,FR,,84,69,691,69266,131445,,173,Europe/Paris,2016-02-18
4564835,132938,Gonbad-e Kāvūs,Gonbad-e Kavus,"Dashte Gorgan,Gonbad Qabus,Gonbad Qavoos,Gonbad Qābūs,Gonbad-e Kavus,Gonbad-e Kāvūs,Gonbad-e Qabus,Gonbad-e Qābūs,Gunbad-i-Kawas,Gunbad-i-Kawus,Gunbad-i-Kāwās,Gunbad-i-Kāwūs,Gunbad-i-Qabus,Gunbad-i-Qābūs,gnbd kawws,gnbd qabws,گنبد قابوس,گنبد کاووس",37.25004,55.16721,P,PPLA2,IR,,37,,,,131416,,38,Asia/Tehran,2016-05-07
3812812,1258470,Rānīganj,Raniganj,"Ranigandzhe,Raniganj,Rānīganj,Ранигандже",23.6164,87.13061,P,PPL,IN,,28,335,,,131261,,103,Asia/Kolkata,2014-10-14
322746,2146268,Toowoomba,Toowoomba,"TWB,Toowoomba,Tuuomba,Tuvumba,teoumba,to~unba,tu wen ba,tuvumba,tuvumpa,twwmba,twwwmba,Тувумба,Тууомба,توومبا,تووومبا,ٹوومبا,ٹووومبا,तूवूम्बा,துவும்பா,ტუვუმბა,トゥーンバ,图文巴,터움바",-27.56056,151.95386,P,PPL,AU,,04,36910,,,131258,,599,Australia/Brisbane,2013-06-25
1487283,1808336,Hepo,Hepo,"Chieh-hsi,Hepo,Ho-p'o,Ho-p'o-hsu,Ho-p’o,Ho-p’o-hsü,Jiexi,Khehpo,he po,Хэпо,河婆",23.43077,115.82991,P,PPLA3,CN,,30,,,,131238,,41,Asia/Shanghai,2012-01-18
4590790,1160939,Iranshahr,Iranshahr,"Fahrej,Fehruj,IHR,Iranshahr,Qal`eh-ye Naseri,Qal‘eh-ye Nāşerī,ayranshhr,Īrānshahr,ايرانشهر",27.20245,60.68476,P,PPLA2,IR,,04,,,,131232,,566,Asia/Tehran,2017-02-25
9736375,4685907,Denton,Denton,"Denton,Dentonas,Dentono,Dentun,deng dun,dentana,denteon,denton,dntwn  tgzas,dyntwn,Дентон,Дентън,دنتون، تگزاس,دينتون,ڈینٹن,ڈینٹن، ٹیکساس,डेंटन,ডেন্টন,ഡെന്റൺ,デントン,登頓,덴턴",33.21484,-97.13307,P,PPLA2,US,,TX,121,,,131044,201,206,America/Chicago,2017-03-09
5693116,1314759,Lashio,Lashio,"LSH,Lasha,Lashio,Lasho,Lasijas,Lašijas,la qu,lashyw,lasio,rasho,Лаша,Лашо,لاشیو,လားရှိုးမြို့,ラーショー,臘戌,라시오",22.9359,97.7498,P,PPL,MM,,11,MMR015D001,MMR015001,,131016,,845,Asia/Yangon,2016-06-01
3814025,1259686,Pīlibhīt,Pilibhit,"Pilibhhit,Pilibhit,Pilibkhit,Pīlibhīt,Pīlībhīt,Пилибхит",28.63124,79.80436,P,PPL,IN,,36,151,,,131008,,190,Asia/Kolkata,2015-10-04
4889832,1856775,Miyakonojō,Miyakonojo,"Mijakonodzh'o,Mijakonodzjo,Mijakonodzo,Mijakonojo,Miyakonojo,Miyakonojō,Miyakonozyo,Miyakonozyo-chhi,Miyakonozyô-chhī,Miyakonozyō,dou cheng,dou cheng shi,mi ya koa noa co,miyakonojo si,myakwnwjw,myakwnwjw  myazaky,Мияконодзё,Мияконоҷо,Мијаконоџо,Міяконоджьо,مياكونوجو,میاکونوجو، میازاکی,มิยะโกะโนะโจ,都城,都城市,미야코노조 시",31.73333,131.06667,P,PPLA2,JP,,25,1856774,,,130994,,148,Asia/Tokyo,2017-07-22
7956356,518557,Novomoskovsk,Novomoskovsk,"Bobriki,Gorad Novamaskousk,Novomoskovs'k,Novomoskovsk,Novomoskovsk i Russland,Novomoskovskas,Nowomoskowsk,Stalinogorsk,Stalinogorsk Pervyy,Stalinogorsk Severnyy,Stalinogorsk Vtoroy,Stalinogorsk Yuzhnyy,nobomoseukobseukeu,novu~omosukofusuku,nwfwmwskwfyk,nwwmaskwwsk,nwwwmwskwfsk  rwsyh,xin mo si ke si ke,Горад Новамаскоўск,Новомосковск,Новомосковськ,Яңа Мәскәү,نوفوموسكوفيك,نووماسکووسک,نوووموسکوفسک، روسیه,ノヴォモスコフスク,新莫斯科斯克,노보모스콥스크",54.0105,38.2846,P,PPL,RU,,76,,,,130982,,238,Europe/Moscow,2012-01-17
7867044,683123,Buzău,Buzau,"Bodzavasar,Bodzavásár,Bouzaou,Buzau,Buzehu,Buzeu,Buzuu,Buzyu,Buzău,bu ze wu,bujeou,buzau,bwzaw,bwzayw,Μπουζάου,Бузау,Бузеу,Бузъу,Бузыу,Бузэу,בוזאו,بوزاؤ,بوزائو,بوزاو,ブザウ,布澤烏,부저우",45.15,26.83333,P,PPLA,RO,,11,44818,,,130954,,93,Europe/Bucharest,2016-02-07
762310,3448031,Sapucaia,Sapucaia,"Acapucai,Açapucaí,Guianuba,Güianuba,Sapucaia,Sapukaja,Сапукая",-29.83333,-51.15,P,PPL,BR,,23,4320008,,,130937,,37,America/Sao_Paulo,2012-08-03
4890612,1857568,Matsubara,Matsubara,"Matsubara,song yuan,松原",34.56667,135.55,P,PPLA2,JP,,32,1857563,,,130855,,24,Asia/Tokyo,2017-07-22
855617,623549,Pinsk,Pinsk,"Pins'k,Pinscum,Pinsk,Pinska,Pinskas,Pinszk,Pińsk,ping si ke,pinseukeu,pinsuku,pynsq,Пинск,Пінск,Пінськ,פינסק,ピンスク,平斯克,핀스크",52.1229,26.0951,P,PPLA2,BY,,01,,,,130777,,139,Europe/Minsk,2012-01-18
3830881,1276634,Beāwar,Beawar,"Beawar,Beāwar",26.10119,74.32028,P,PPL,IN,,24,119,,,130777,,453,Asia/Kolkata,2014-10-14
1492235,1813325,Dazhou,Dazhou,"DAX,Dachzhou,Dak-ciu,Dasyan',Dasyan’,Daxian,Dazhou,Dăk-ciŭ,GJat Chau,Sui-ting,Sui-ting-fu,Suting,Suydin,Ta,Ta-cou,Ta-hsien,Ta-čou,Tat-chiu-chhi,Ta̍t-chiu-chhī,That-chu-su,Tha̍t-chû-sṳ,da zhou,da zhou shi,dajeou si,dazhw,dazhww  sychwan,Đạt Châu,Дачжоу,داژو,داژوو، سیچوان,达州,达州市,達州,達州市,다저우 시",31.21592,107.50092,P,PPLA3,CN,,32,1813324,1813320,,130749,,309,Asia/Shanghai,2016-11-22
8536520,174018,Al Bāb,Al Bab,"Al Bab,Al Balo,Al Bāb,Al Bālo,Bab,Bâb,El Bab,El Bāb,albab,الباب",36.37051,37.5157,P,PPLA2,SY,,09,,,,130745,,460,Asia/Damascus,2015-06-07
1545828,2034834,Shuangcheng,Shuangcheng,"Schwang-tschong-ting,Schwang-tschöng-ting,Schwangcheng,Shuang-ch'eng-chen,Shuang-ch'eng-hsien,Shuang-ch'eng-pao,Shuang-ch’eng-chen,Shuang-ch’eng-hsien,Shuang-ch’eng-pao,Shuangcheng,Shwangcheng",45.35,126.28333,P,PPL,CN,,08,,,,130710,,163,Asia/Shanghai,2012-01-18
4894443,1861436,Isesaki,Isesaki,"Iseaki,Isehsaki,Isesaki,Isesaki-chhi,Isesaki-chhī,Isezaki,asysaky,asysaky  gwnma,isesaki si,xi sea saki,yi shi qi,yi shi qi shi,Ісесакі,Исесаки,Исэсаки,إسيساكي,اسیساکی، گونما,ایسه‌ساکی، گونما,อิเซะซะกิ,伊勢崎,伊勢崎市,이세사키 시",36.31667,139.2,P,PPLA2,JP,,10,1861435,,,130692,,62,Asia/Tokyo,2017-07-22
5818379,4005937,San Pedro Garza García,San Pedro Garza Garcia,"Garza Garcia,Garza García,San Pedro Garza Garcia,San Pedro Garza García",25.6604,-100.40651,P,PPLA2,MX,,19,019,,,130646,,656,America/Monterrey,2018-01-10
3833636,1279403,Abohar,Abohar,"Abohar,a bo he er,abohara,abwhar,apohar,آبوهار,ابوہر,अबोहर,আবোহার,ਅਬੋਹਰ,அபோஹர்,阿博赫尔",30.14453,74.19552,P,PPL,IN,,23,043,,,130603,,187,Asia/Kolkata,2015-02-06
7761036,3100796,Dąbrowa Górnicza,Dabrowa Gornicza,"Dabrowa Gornicza,Dombrova Gurnica,Dombrova Gurnicha,Dombrova Gurniča,Dombrova Gurņiča,Dombrova-Gurnicha,Dombrowa,Dumbrowa,Dąbrowa Górnicza,Důmbrowa,dong bu luo wa gu er ni qia,dongbeulobaguleunicha,dwmbrwbh,dwmbrwwh gwrnycha,Домброва Гурнича,Домброва-Гурнича,דומברובה,دومبرووه گورنیچا,ドンブロヴァ・グルニチャ,栋布罗瓦古尔尼恰,동브로바구르니차",50.31818,19.2374,P,PPL,PL,,83,2465,246501,,130601,,272,Europe/Warsaw,2010-09-10
5347603,594739,Šiauliai,Siauliai,"Comune urbano di Siauliai,Comune urbano di Šiauliai,Gorad Shauljaj,SQQ,Sauli,Schaulen,Shaulyay,Shavli,Shawllay,Shjaulaj,Shjauljaj,Shyaulyay,Siaouliai,Siaule,Siauliai,Siauliu,Sjaulaj,Sokniai,Syaulyay,Szawle,cheale,shaurei,shiauliai,shyawlyay,shyawlyayy,syaullyai,xi ao li ai,Ŝjaulaj,Şyaulyay,Šauļi,Šiauliai,Šiaulių,Šiaulē,Σιαουλιάι,Горад Шаўляй,Шяуляй,Шјауљај,שאולאי,شياولياي,شیاؤلیائی,เชาเล,შიაულიაი,シャウレイ,希奥利艾,샤울랴이",55.93333,23.31667,P,PPLA,LT,,61,91,,,130587,,129,Europe/Vilnius,2014-09-26
3817269,1262951,Moga,Moga,"Moga,Mogu,moga,moka,mwga,mwga  pnjab,Мога,Могу,موگا,موگا، پنجاب,मोगा,ਮੋਗਾ,મોગા,ମୋଗା,மோகா",30.81383,75.16878,P,PPL,IN,,23,042,,,130549,,226,Asia/Kolkata,2015-05-06
9049823,700051,Nikopol,Nikopol,"Nikopol,Nikopol',Nikopol’,Никополь,Нікополь",47.57119,34.39637,P,PPLA2,UA,,04,,,,130500,,67,Europe/Kiev,2017-12-18
8244858,8504948,Petrogradka,Petrogradka,"Petrogradka,Петроградка",59.96567,30.31154,P,PPLX,RU,,66,,,,130455,,13,Europe/Moscow,2013-06-10
9898762,4850751,Cedar Rapids,Cedar Rapids,"CID,Sehdar Rapids,Sidar Rapids,Sidar-Rapids,Sidur Rapids,sdar rapydz  aywwa,shidarapizzu,sidara repidsa,sideolaepijeu,sydar rabydz,sydr rpyds,xi da la pi zi,Сидар Рапидс,Сидар-Рапидс,Сидър Рапидс,Сэдар Рапидс,Сідар-Рапідс,Սիդար Ռեփիդս,סידר רפידס,سدار راپیدز، آیووا,سيدار رابيدز,سڈار ریپڈس، آئیووا,سیڈار ریپڈز,सीडार रॅपिड्स,シーダーラピッズ,錫達拉皮茲,시더래피즈",42.00833,-91.64407,P,PPLA2,US,,IA,113,90577,,130405,247,251,America/Chicago,2017-05-23
1470121,1791056,Dongyang,Dongyang,"Dongyang,Dongyang Shi,Tung-yang,Tung-yang-hsien,Tung-yang-hsien-ch'eng,Tung-yang-hsien-ch’eng,Wuning,dong yang,dong yang shi,东阳,东阳市",29.26778,120.22528,P,PPLA3,CN,,02,,,,130387,,97,Asia/Shanghai,2012-01-18
2217748,3675657,Maicao,Maicao,"MCJ,Maicao",11.38321,-72.24321,P,PPL,CO,,17,44430,,,130348,,49,America/Bogota,2016-08-25
2224500,3682426,Florencia,Florencia,"FLA,Florencia",1.61438,-75.60623,P,PPLA,CO,,08,18001,,,130337,,270,America/Bogota,2016-01-28
7784044,282615,Nablus,Nablus,"Flavia Neapolis,Nablus,Nablusas,Nablusz,Nabulus,Namplous,Naplouse,Naplusa,Napouse,Neapolis,Náblus,Náblusz,Nāblus,Schechem,Shechem,Shekhem,Sichem,Sihhem,Siquem,Sychem,Sykhem,ZDF,na bu lu si,nabeulluseu,nabls,nablws,naburusu,skm,Ναμπλούς,Наблус,שכם,نابلس,نابلوس,ナーブルス,納布盧斯,나블루스",32.22111,35.25444,P,PPL,PS,,WE,,,,130326,,569,Asia/Hebron,2010-01-29
9887419,4839366,New Haven,New Haven,"Gorad N'ju-Khehjven,HVN,N'ju Khehven,N'ju-Gejven,N'ju-Khejven,New Haven,Nju Khejven,Nju Khejvun,Novus Portus,Nuheivena,Queenapick,Quillipiack,Quinnepyooghq,Quinnipiac,Quinnypiock,Quinopiocke,Rodeberg,Rodenburg,n'yu hevana,n'yu hyabhena,niu ha fen shi,niu hei wen,niu-heiveni,niw he wen,nyuheibeun,nyuheibun,nyw hyfn,nyw hyybn,nywhywn  kntykt,Ņūheivena,Њу Хејвен,Горад Нью-Хэйвен,Нью Хэвен,Нью-Гейвен,Нью-Хейвен,Ню Хейвън,ניו הייבן,نيو هيفن,نیو ہیون، کنیکٹیکٹ,نیوهیون، کنتیکت,न्यु ह्याभेन,न्यू हेवन,นิวเฮเวน,ნიუ-ჰეივენი,ニューヘイブン,纽哈芬市,纽黑文,뉴헤이븐",41.30815,-72.92816,P,PPL,US,,CT,009,52070,,130322,18,20,America/New_York,2017-05-23
1484909,1805935,Jiazi,Jiazi,"Chia-tzu,Jiazi,Jiazi Zhen,Kapchi,Kapohi,jia zi,jia zi zhen,甲子,甲子镇",22.87932,116.07318,P,PPLA4,CN,,30,,,,130298,,7,Asia/Shanghai,2012-06-05
2224103,3682028,Girardot City,Girardot City,"GIR,Girardot,Zhirardo,Жирардо",4.30079,-74.80754,P,PPL,CO,,33,25307,,,130289,,287,America/Bogota,2018-04-23
10434557,5388881,Roseville,Roseville,"Griders,Roseville,Roseville Junction,Rouzvil,Rozvell,Rozvill,lojeubil,luo si wei er,rojabhila,rozubiru,rwzfyl,rzwyl  kalyfrnya,Розвелл,Розвилл,Роузвил,رزویل، کالیفرنیا,روزفيل,روسولے,रोजभिल,ローズビル,羅斯維爾,로즈빌",38.75212,-121.28801,P,PPL,US,,CA,061,,,130269,50,51,America/Los_Angeles,2017-03-09
1391393,3874096,Quilpué,Quilpue,"Kil'pueh,Quilpue,Quilpué,ji er pu ai,kirupue,Кильпуэ,キルプエ,基爾普埃",-33.04752,-71.44249,P,PPLA2,CL,,01,58,05801,,130263,,113,America/Santiago,2018-02-06
1473081,1794035,Songjiang,Songjiang,"Songjiang,Songjiang Qu,Sunchiang,Sung-chiang,Sung-chiang-hsien,Sungkiang,Sungkiang-hsien,Sunkiang,Sunkiangfu,song jiang,song jiang qu,松江,松江区",31.03595,121.2146,P,PPL,CN,,23,,,,130218,,5,Asia/Shanghai,2012-06-05
3311109,3608248,La Ceiba,La Ceiba,"Ceiba,LCE,La Ceiba,La Seiba,La Sejba,La-Sejba,la sai wa,Ла Сейба,Ла-Сейба,ラ・セイバ,拉塞瓦",15.75971,-86.78221,P,PPLA,HN,,01,,,,130218,,14,America/Tegucigalpa,2014-08-18
774371,3460102,Jaraguá do Sul,Jaragua do Sul,"Jaragua,Jaragua do Sul,Jaraguá,Jaraguá do Sul,Zharagua-du-Sul,jaragu'a do sula,nan ya la gua,Жарагуа-ду-Сул,জারাগুআ ডো সুল,南雅拉瓜",-26.48611,-49.06667,P,PPL,BR,,26,4208906,,,130130,,27,America/Sao_Paulo,2012-08-03
9215730,4156404,Gainesville,Gainesville,"GNV,Gainesopolis,Gainesville,Geinsvilis,Gejnsvil,Gejnsvill,Hog Town,ga'insabhila,gai en si wei er,geinjeubil,geinzubiru,ghynzfyl,gynzwyl  flwryda,gyynswwyl,Гейнсвил,Гейнсвилл,Гейнсвілл,Гејнсвил,גיינסוויל,غينزفيل,گینزویل، فلوریدا,गाइन्सभिल,ゲインズビル,蓋恩斯維爾,게인즈빌",29.65163,-82.32483,P,PPLA2,US,,FL,001,,,130128,54,37,America/New_York,2017-03-09
8311598,367644,Sinnar,Sinnar,"Sannar,Sannār,Sennaar,Sennar,Sennār,Sinnar",13.56907,33.56718,P,PPL,SD,,58,,,,130122,,427,Africa/Khartoum,2016-07-17
6422197,3617723,Masaya,Masaya,"Masaja,Masaya,ma sa ya,masaia,masaya,Масая,มาซายา,მასაია,マサヤ,馬薩亞",11.97444,-86.09417,P,PPLA,NI,,11,,,,130113,,239,America/Managua,2010-11-24
10452204,5406567,Visalia,Visalia,"Buena Vista,VIS,Vajsejlija,Vajselija,Vicealia,Visaija,Visalia,Visejlija,baiseiria,bhisaliya,fysalya,wei sai li ya,wysalya,wysalya  kalyfrnya,Вайселия,Вајсејлија,Висейлия,Вісейлія,فيساليا,ویسالیا,ویسالیا، کالیفرنیا,भिसालिया,バイセイリア,維塞利亞",36.33023,-119.29206,P,PPLA2,US,,CA,107,,,130104,101,110,America/Los_Angeles,2017-03-09
2629019,2483668,Relizane,Relizane,"Ighil Izane,Prowincja Relizane,QZN,Relizan,Relizane,ghlyzan,wlayt ghlyzan,غلیزان,ولاية غليزان",35.73734,0.55599,P,PPLA,DZ,,51,,,,130094,,98,Africa/Algiers,2013-08-04
574578,1187530,Sonārgaon,Sonargaon,"Sonargaon,Sonārgaon,Сонаргаон",23.65,90.61667,P,PPL,BD,,81,3067,306704,30670417,130000,,9,Asia/Dhaka,2017-07-04
1701511,7910932,Shangri-La,Shangri-La,"Shangelila,Shangri-La,Шангри-Ла",27.82511,99.70779,P,PPL,CN,,29,1281365,,,130000,,3283,Asia/Shanghai,2013-11-20
2632476,2487134,Mostaganem,Mostaganem,"MQV,Mastaganeam,Mostaganem,Mostaganemas,Mustaghanam,Mustaghanim,Mustɣanem,mostaghanemi,mstaghanm,mstghanm,mu si ta jia nai mu,Мостаганем,مستاغانم,مستغانم,მოსთაღანემი,穆斯塔加奈姆",35.93115,0.08918,P,PPLA,DZ,,07,,,,130000,,102,Africa/Algiers,2016-09-18
3371290,3042430,Zugló,Zuglo,"14e arrondissement de Budapest,Budapest XIV. keruelet,Budapest XIV. kerület,Budimpeshta XIV okrug,Quan XIV,Quận XIV,Zuglo,Zugló,bu da pei si di shi si qu,Будимпешта XIV округ,布达佩斯第十四区",47.51758,19.10549,P,PPLX,HU,,05,,,,130000,,111,Europe/Budapest,2017-12-06
5402132,2212775,Sabhā,Sabha,"El-Gedid,El-Gedíd,Fort Leclerc,SEB,Sabha,Sabhah,Sabhā,Saebha,Saebhiaen,Sebha,Sebhah,Säbha,Säbhiän,sabha,sai bo ha,sbha,sbht,سبها,سبهة,سَبها,شعبية سبها,塞卜哈",27.03766,14.42832,P,PPLA,LY,,75,,,,130000,,421,Africa/Tripoli,2017-01-08
7743243,3082914,Tychy,Tychy,"Tichau,Tihi,Tikhi,Tychos,Tychy,Tykhy,Tıhı,di hei,thi khi,tihi,tixa,tyshy,Тихи,Тыхы,تیشی,ทิคี,ティヒ,蒂黑,티히",50.13717,18.96641,P,PPLA3,PL,,83,2477,247701,,130000,,259,Europe/Warsaw,2011-07-31
7940835,502971,Ramenki,Ramenki,"Ramenka,Ramenki,Раменки",55.7,37.5,P,PPLX,RU,,48,,,,130000,,179,Europe/Moscow,2013-04-02
9041921,691999,Syevyerodonets’k,Syevyerodonets'k,"Severodonec'k,Severodoneck,Severodonetsk,Sievierodonetsk,Syeverodonets'k,Syeverodonets’k,Syevyerodonets'k,Syevyerodonets’k,Северодонецк,Сєвєродонецьк",48.94832,38.49166,P,PPL,UA,,14,,,,130000,,74,Europe/Zaporozhye,2017-08-28
3827572,1273309,Dehri,Dehri,"Dehm,Dehri",24.90247,84.18217,P,PPL,IN,,34,234,,,129938,,114,Asia/Kolkata,2015-10-04
